BusinessName,FHRSID,BusinessType,RatingDate,RatingValue,AddressLine1,AddressLine2,AddressLine3,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
Highlever Road Care Home,334214,Hospitals/Childcare/Caring Premises,2013-07-01,5,108 Highlever Road,LONDON,W10 6PL,5,5,5,-0.22407400000000,51.52058700000000
Highlife,507884,Retailers - other,2016-06-06,4,292 Portobello Road,LONDON,W10 5TE,0,0,10,-0.20740300000000,51.51931700000000
Hill House  Prep School,334842,School/college/university,2015-10-07,5,16-17 Hans Place,LONDON,,0,0,5,-0.16027900000000,51.49728500000000
Hill House International School,335008,School/college/university,2016-05-24,4,15-17A Cadogan Gardens,LONDON,SW3 2RJ,0,5,10,-0.15918300000000,51.49371500000000
Hill House School,334475,School/college/university,2016-05-17,5,South Hall Of Remembrance,Flood Street,"LONDON, SW3 5SY",5,5,5,-0.16574700000000,51.48631800000000
Hilltop Hotel,333445,Hotel/bed & breakfast/guest house,2016-02-05,5,26 Pembridge Gardens,LONDON,W2 4DX,0,0,5,-0.19702800000000,51.51049800000000
Hilton London Olympia Hotel,334441,Restaurant/Cafe/Canteen,2015-11-26,5,376-386 Kensington High Street,LONDON,W14 8NP,5,5,0,,
Holiday Inn London Kensington Forum,837788,Restaurant/Cafe/Canteen,2016-01-04,5,97-109 Cromwell Road,LONDON,SW7 4DN,0,5,0,-0.18513700000000,51.49422800000000
Holland & Barrett,333944,Retailers - other,2015-01-15,5,130 Notting Hill Gate,LONDON,W11 3QG,0,0,0,-0.19983000000000,51.50886000000000
Holland & Barrett,640116,Retailers - other,2014-02-27,5,167 Kensington High Street,LONDON,W8 6SH,5,5,5,-0.19522500000000,51.49995000000000
Holland & Barrett,334714,Retailers - other,2013-03-25,5,220 Fulham Road,LONDON,,0,5,5,-0.18225900000000,51.48545200000000
Holland & Barrett,668450,Retailers - other,2015-02-18,5,73 King's Road,LONDON,SW3 4NX,0,5,0,-0.16425800000000,51.48896600000000
Holland & Barrett,746268,Retailers - other,2015-03-24,5,Ground Floor,162 Portobello Road,"LONDON, W11 2EB",0,0,0,-0.20461100000000,51.51555200000000
Holland & Barrett Ltd,335032,Retailers - other,2015-01-26,5,192 Earl's Court Road,LONDON,SW5 9QF,0,0,0,-0.19421800000000,51.49262300000000
Holland Court Hotel,334021,Hotel/bed & breakfast/guest house,2015-08-25,4,31-33 Holland Road,LONDON,W14 8HJ,10,5,0,-0.20727000000000,51.49739200000000
Holland Inn Hotel,333987,Hotel/bed & breakfast/guest house,2011-08-15,5,59 Holland Road,LONDON,W14 8HL,5,5,5,-0.20890900000000,51.49855900000000
Holland Park Cafeteria,333487,Restaurant/Cafe/Canteen,2016-02-04,4,Holland Park,LONDON,W8 6LU,10,5,5,-0.20362300000000,51.50147200000000
Holland Park Day Nursery,334740,Hospitals/Childcare/Caring Premises,2016-03-11,5,Holland Park Nursery School House,5 Holland Road,"LONDON, W14 8HJ",0,0,0,-0.20727000000000,51.49739200000000
Holland Park Lawn Tennis Club,859479,Restaurant/Cafe/Canteen,2016-05-09,5,1 Addison Road,LONDON,W14 8DU,0,5,5,-0.21074200000000,51.50473800000000
Holland Park Newsagents,334926,Retailers - other,2014-01-14,5,134 Holland Park Avenue,LONDON,W11 4UE,5,5,5,-0.20894300000000,51.50652700000000
Holland Park Pre School,333605,Hospitals/Childcare/Caring Premises,2015-07-16,5,Holland Park Nursery,Holland Park,"LONDON, W8 6LU",0,0,5,-0.20362300000000,51.50147200000000
Hollywood Arms PH,333501,Restaurant/Cafe/Canteen,2016-07-05,5,Public House,45 Hollywood Road,"LONDON,",5,5,0,-0.18432900000000,51.48628400000000
Holy Trinity Brompton,615432,Restaurant/Cafe/Canteen,2015-09-23,5,St Augustine's Vicarage,117 Queen's Gate,"LONDON, SW7 5LP",0,5,0,-0.17805300000000,51.49304800000000
Holy Trinity Church,333558,Restaurant/Cafe/Canteen,2015-06-02,4,Brompton Road,LONDON,SW7 2RW,10,5,5,-0.16969600000000,51.49668500000000
Holy Trinity Primary School,853753,School/college/university,2016-03-04,5,Holy Trinity Church Of England Primary School,Sedding Street,"LONDON,",5,5,5,-0.15666500000000,51.49329800000000
Holy Trinity Primary School,859475,School/college/university,2016-03-22,5,Holy Trinity School,Cadogan Gardens,"LONDON, SW3 2RN",0,5,0,-0.15891400000000,51.49324300000000
Holyroyd Howe,877751,School/college/university,2016-05-13,5,Mander Porter Woodward School,24 Elvaston Place,"LONDON, SW7 5NL",0,0,5,-0.18091100000000,51.49760600000000
Home Caterer,853766,Other catering premises,,AwaitingInspection,,,,,,,,
Home Caterer,734292,Hospitals/Childcare/Caring Premises,2015-01-16,Exempt,,,,,,,,
Home Made Tiramisu,892479,Other catering premises,2016-07-28,5,,,,5,5,5,,
Honest Burgers,623628,Restaurant/Cafe/Canteen,2016-01-26,5,189 Portobello Road,LONDON,W11 2ED,5,5,5,,
Honest Burgers,869769,Restaurant/Cafe/Canteen,2016-07-26,4,24 Thurloe Street,LONDON,SW7 2LT,10,5,5,-0.17371000000000,51.49430200000000
Honey Pie,526111,Other catering premises,2015-03-05,5,,,,0,0,0,,
Hoop and Toy,334507,Pub/bar/nightclub,2016-03-07,5,34 Thurloe Place,LONDON,SW7 2HQ,0,5,0,-0.17403700000000,51.49476600000000
Hornimans Adventure Playground,335026,Other catering premises,2016-03-09,4,Southern Row,LONDON,W10 5AN,10,0,10,-0.21138000000000,51.52488100000000
Hostelworld,699599,Hotel/bed & breakfast/guest house,2014-08-14,5,29 Dawson Place,LONDON,W2 4TH,5,5,0,-0.19641400000000,51.51218000000000
Hotel Blue Bells,333735,Hotel/bed & breakfast/guest house,2014-03-03,5,14 Pembridge Square,LONDON,W2 4EH,5,5,5,-0.19420800000000,51.51146200000000
Hotel Boka,334652,Hotel/bed & breakfast/guest house,2016-07-21,5,33-37 Eardley Crescent,LONDON,SW5 9JT,0,0,0,-0.19575100000000,51.48954400000000
Hotel Earls Court,334664,Restaurant/Cafe/Canteen,2016-07-07,5,Hotel,28 Warwick Road,"LONDON, SW5 9UD",5,5,5,-0.19462900000000,51.48988700000000
Hotel George,334641,Hotel/bed & breakfast/guest house,2016-05-06,5,1-15 Templeton Place,LONDON,SW5 9NB,0,5,0,-0.19529000000000,51.49210000000000
Hotel Moonlight,875326,Restaurant/Cafe/Canteen,2016-07-29,5,9 Knaresborough Place,LONDON,SW5 0TP,0,0,5,-0.19114000000000,51.49397000000000
Hotel Oliver,333903,Hotel/bed & breakfast/guest house,2015-07-10,4,198 Cromwell Road,LONDON,SW5 0SN,5,5,10,-0.19367700000000,51.49500700000000
Hotel Olympia,334607,Hotel/bed & breakfast/guest house,2014-11-10,3,49 Earl's Court Square,LONDON,SW5 9BY,10,10,10,-0.19367700000000,51.49028600000000
Hotel Sara,334654,Hotel/bed & breakfast/guest house,2014-02-27,5,15 Eardley Crescent,LONDON,SW5 9JS,5,5,5,-0.19581600000000,51.48826000000000
Hotel Xenia,590026,Hotel/bed & breakfast/guest house,2016-02-18,4,Hotel,160 Cromwell Road,"LONDON, SW5 0TL",10,5,5,-0.18997700000000,51.49495900000000
Humming Bird Bakery,333497,Manufacturers/packers,2015-02-20,5,Ground Floor,133 Portobello Road,"LONDON, W11 2DY",0,5,0,-0.20407400000000,51.51418600000000
I T Lloyd,668440,Retailers - other,2015-03-30,5,255 King's Road,LONDON,SW3 5EL,0,0,0,-0.17193700000000,51.48602800000000
I_Mmanuel,716718,Other catering premises,2014-10-03,5,,,,5,5,5,,
Ibis Styles London Kensington,716732,Hotel/bed & breakfast/guest house,2016-09-06,5,15-25 Hogarth Road,LONDON,SW5 0QJ,5,5,0,-0.19229600000000,51.49350200000000
Iddu Ltd,699601,Restaurant/Cafe/Canteen,2015-02-23,5,44 Harrington Road,LONDON,SW7 3ND,5,5,5,-0.17786700000000,51.49409700000000
Ikomex Ltd,746259,Other catering premises,2015-02-26,Exempt,,,,,,,,
Il Borgo,333505,Restaurant/Cafe/Canteen,2016-05-24,4,Basement And Ground Floor Rear,13 Gloucester Road,"LONDON, SW7 4PP",5,10,5,-0.18345100000000,51.49895000000000
Il Trillo Ristorante,455536,Restaurant/Cafe/Canteen,2016-02-17,5,4 Hollywood Road,LONDON,,5,5,5,-0.18461400000000,51.48599200000000
Illy's Cafe,899257,Restaurant/Cafe/Canteen,,AwaitingInspection,23 Old Brompton Road,LONDON,SW7 3HZ,,,,-0.17413500000000,51.49340000000000
In 2 Vino,759145,Retailers - other,2015-01-28,1,4 Westbourne Studios,242 Acklam Road,"LONDON, W10 5JJ",5,20,10,-0.20311000000000,51.52146400000000
Indian street Kitchen,716722,Other catering premises,2014-09-03,5,,,,5,0,5,,
Institute for Cancer Research,334363,Restaurant/Cafe/Canteen,2016-02-05,5,237 Fulham Road,LONDON,SW3 6JB,0,0,0,-0.17397100000000,51.49027700000000
Instituto Espanol Canada Blanch,334038,School/college/university,2015-12-15,5,317 Portobello Road,LONDON,W10 5SY,0,5,5,-0.20952100000000,51.52080600000000
Internet Cafe,334145,Restaurant/Cafe/Canteen,2016-03-10,3,124 Cromwell Road,LONDON,SW7 4ET,10,10,10,-0.18659100000000,51.49496000000000
Iris Studio,333837,Other catering premises,2014-06-20,5,4A Adrian Mews,LONDON,,5,0,5,-0.18918600000000,51.48510900000000
Islamic Universal Association,334034,Other catering premises,2014-06-19,5,20 Penzance Place,LONDON,W11 4PG,5,5,0,-0.21136400000000,51.50909000000000
ISS Mediclean,334712,Hospitals/Childcare/Caring Premises,2016-04-01,5,369 Fulham Road,LONDON,,5,5,0,-0.18147100000000,51.48427100000000
Itsu,334054,Restaurant/Cafe/Canteen,2015-09-28,5,100 Notting Hill Gate,LONDON,W11 3QA,0,5,0,-0.19784400000000,51.50916200000000
ITSU,334718,Restaurant/Cafe/Canteen,2016-03-17,5,118 Draycott Avenue,LONDON,SW3 3AE,0,0,0,-0.16787000000000,51.49371600000000
Itsu,798060,Restaurant/Cafe/Canteen,2015-08-18,5,47 King's Road,LONDON,SW3 4NB,0,0,0,-0.16181700000000,51.49018600000000
Jago Butchers,334706,Retailers - other,2011-05-20,5,9 Elystan Street,LONDON,SW3 3NT,0,0,5,-0.16724800000000,51.49125200000000
Jah Link Vegetarian Corner,333803,Other catering premises,2016-03-30,3,,,,5,10,10,,
Jai News,334476,Retailers - other,2016-08-05,4,254 Kensington High Street,LONDON,W8 6ND,5,5,10,-0.20055800000000,51.49879100000000
Jakobs,334984,Restaurant/Cafe/Canteen,2015-06-24,3,Basement and Ground Floor,20 Gloucester Road,"LONDON, SW7 4RB",10,5,10,-0.18400400000000,51.49915600000000
Jaks,333852,Restaurant/Cafe/Canteen,2015-07-22,3,77 Walton Street,LONDON,SW3 2HT,10,10,10,-0.16674600000000,51.49478700000000
Jaks Bar Limited,334041,Pub/bar/nightclub,2014-11-25,5,87-89 Walton Street,LONDON,SW3 2HP,5,5,5,-0.16759600000000,51.49409000000000
Jamon Jamon,334143,Retailers - other,2016-02-20,4,Street Record,Portobello Road,LONDON,5,10,5,,
Jamu Kitchen,842220,Retailers - other,2016-02-11,5,,,,5,5,5,,
Janet's Bar,334670,Pub/bar/nightclub,2015-07-07,4,30 Old Brompton Road,LONDON,SW7 3DL,10,5,5,-0.17530000000000,51.49380500000000
Jay Catering Caribbean Takeaway,334177,Restaurant/Cafe/Canteen,2015-08-18,3,28 Lancaster Road,LONDON,W11 1QP,10,10,5,-0.20312900000000,51.51841600000000
Jeff de Bruges,727851,Retailers - other,2015-09-17,5,30 Thurloe Street,LONDON,SW7 2LT,5,0,5,-0.17371000000000,51.49430200000000
Jeroboam,334613,Retailers - other,2014-11-25,Exempt,6 Pont Street,LONDON,,,,,-0.15682000000000,51.49767100000000
Jeroboams,333577,Retailers - other,2015-08-17,Exempt,Shop,56 Walton Street,"LONDON, SW3 1RB",,,,-0.16477000000000,51.49630300000000
Jeroboams @ Mr Christians,640108,Retailers - other,2014-03-03,Exempt,13 Elgin Crescent,LONDON,W11 2JA,,,,-0.20495300000000,51.51490900000000
Jeroboams Ltd,615434,Retailers - other,2015-08-27,5,96 Holland Park Avenue,LONDON,W11 3RB,0,0,5,-0.20639200000000,51.50727000000000
JIA,334170,Restaurant/Cafe/Canteen,2016-01-26,3,Basement And Ground Floor,1 Harrington Road,"LONDON, SW7 3ES",10,10,10,-0.17516400000000,51.49396500000000
JMS Foods,334545,Retailers - other,2016-06-06,3,264A Earl's Court Road,LONDON,SW5 9AD,10,10,10,-0.19282600000000,51.49175600000000
Joe and the Juice,846664,Restaurant/Cafe/Canteen,2016-03-02,3,65 King's Road,LONDON,SW3 4NT,5,10,10,-0.16362100000000,51.48940500000000
Joe's BBQ,842224,Retailers - other,2016-01-22,4,Street Record,Portobello Road,LONDON,5,10,5,,
Joe's Restaurant Bar,446318,Restaurant/Cafe/Canteen,2015-07-22,5,16 Sloane Street,LONDON,,0,5,0,-0.16047600000000,51.50026500000000
John Forrest Bakery,334658,Manufacturers/packers,2016-02-01,0,401 King's Road,LONDON,,15,20,20,-0.17799200000000,51.48267000000000
Johnnie's Fish Bar & Kebab House,334724,Takeaway/sandwich shop,2016-07-20,4,494 King's Road,LONDON,,5,10,5,-0.18070900000000,51.48206500000000
Josh Wood Atelier,583011,Other catering premises,2015-07-20,5,6 Lansdowne Mews,LONDON,W11 3BH,5,0,5,,
Joury Knightsbridge,333603,Restaurant/Cafe/Canteen,2016-03-16,5,146 Brompton Road,LONDON,SW3 1HX,0,5,0,-0.16652500000000,51.49850600000000
Juicebaby,699605,Restaurant/Cafe/Canteen,2014-09-19,4,398 King's Road,LONDON,,5,0,10,-0.17737200000000,51.48339800000000
JuJu,333811,Restaurant/Cafe/Canteen,2016-01-18,5,Restaurant,316-318 King's Road,"LONDON, SW3 5UH",0,5,5,-0.17395300000000,51.48570000000000
Jumeirah Carlton Tower Hotel - All Food Premises,334907,Restaurant/Cafe/Canteen,2016-04-12,5,Carlton Tower Hotel,Cadogan Place,"LONDON,",0,5,0,-0.15910300000000,51.49857900000000
Jusu Brothers,803757,Restaurant/Cafe/Canteen,2016-08-16,5,Restaurant,149-151 Westbourne Grove,"LONDON, W11 2RS",5,5,5,-0.19658800000000,51.51469100000000
K J Food and Wine Ltd,730738,Retailers - other,2015-02-10,3,2 Addison Avenue,LONDON,W11 4QR,10,10,10,-0.21194500000000,51.50639300000000
Kai Catering Ltd,568943,Other catering premises,2016-05-26,4,UNIT 7,The Westway Centre,"69 St Mark's Road, LONDON, W10 6JG",5,10,5,-0.21440000000000,51.51621400000000
Kamayansa,333833,Restaurant/Cafe/Canteen,2016-06-27,2,12 Kenway Road,LONDON,SW5 0RR,10,15,10,-0.19316500000000,51.49303000000000
Kappa Japanese Restaurant,333736,Restaurant/Cafe/Canteen,2015-04-22,4,Basement And Ground Floor,139 Earl's Court Road,"LONDON, SW5 9RH",5,10,5,-0.19437200000000,51.49347100000000
Kaydees Just Patties,894381,Other catering premises,2016-08-24,5,,,,5,5,5,,
Ken Persaud,865455,Other catering premises,2016-04-01,5,Notting Hill Community Church,182B Kensington Park Road,"LONDON, W11 2ES",5,5,5,-0.20559400000000,51.51547700000000
Kens Grocery & Off-Licence,455561,Retailers - other,2015-01-12,4,5-7 Dalgarno Gardens,LONDON,W10 5LL,5,10,5,-0.22666800000000,51.52209200000000
Kensal Community Centre,333575,Pub/bar/nightclub,2014-06-24,4,177 Kensal Road,LONDON,W10 5BJ,5,5,10,-0.20751800000000,51.52557800000000
Kensington & Chelsea Foodbank,815006,Distributors/Transporters,2015-12-22,Exempt,St Luke's Church,Redcliffe Square,"LONDON,",,,,-0.18985500000000,51.48822200000000
Kensington Aldridge Academy,732260,School/college/university,2015-01-14,5,1 Silchester Road,#Error,ndon W10 6EX,0,5,0,,
Kensington and Chelsea College,489739,School/college/university,2014-10-01,4,#Error,#Error,#Error,5,0,10,,
Kensington Close Hotel,333450,Restaurant/Cafe/Canteen,2015-06-15,3,Wright's Lane,London,W8 5SP,10,10,10,-0.19265900000000,51.49999100000000
Kensington Coffee,853764,Restaurant/Cafe/Canteen,2016-03-15,5,45 Kensington Church Street,LONDON,W8 4BA,0,5,5,-0.19345900000000,51.50417600000000
Kensington Court Hotel,334669,Hotel/bed & breakfast/guest house,2015-06-01,5,33-35 Nevern Place,LONDON,SW5 9NP,5,5,0,-0.19604800000000,51.49262400000000
Kensington Creperie and Cremerie,776003,Restaurant/Cafe/Canteen,2016-05-09,5,2 Exhibition Road,LONDON,SW7 2HF,5,5,0,-0.17319400000000,51.49495900000000
Kensington Day Centre,653938,Hospitals/Childcare/Caring Premises,2016-02-08,5,James Hill House,196-200 Kensal Road,"LONDON, W10 5BS",0,0,5,-0.20820500000000,51.52606500000000
Kensington Food and Wine,334508,Retailers - other,2016-01-12,3,11B Russell Gardens,LONDON,W14 8EZ,10,10,10,-0.21122800000000,51.50005100000000
Kensington Garden Cafe,334913,Restaurant/Cafe/Canteen,2016-02-16,5,Kensington Gardens Cafe,The Broad Walk,"LONDON, W2 4RU",5,5,5,-0.18840300000000,51.50995200000000
Kensington House Hotel,333428,Hotel/bed & breakfast/guest house,2016-06-15,3,15-16 Prince Of Wales Terrace,LONDON,W8 5PQ,5,10,10,-0.18644300000000,51.50122600000000
Kensington House Nursery School,716715,Hospitals/Childcare/Caring Premises,2016-01-15,4,St Philip's Church,Earl's Court Road,"LONDON, W8 6QH",0,0,10,-0.19575300000000,51.49533600000000
Kensington Park Hotel,576895,Pub/bar/nightclub,2015-06-02,3,PUBLIC HOUSE,139 Ladbroke Grove,"LONDON, W10 6HJ",10,10,10,-0.21030900000000,51.51726600000000
Kensington Place,333776,Restaurant/Cafe/Canteen,2015-11-19,5,201-207 Kensington Church Street,LONDON,W8 7LX,0,5,5,-0.19538000000000,51.50842300000000
Kensington Rooms,334596,Hotel/bed & breakfast/guest house,2014-10-29,5,131-137 Cromwell Road,LONDON,SW7 4DU,5,5,5,-0.18752200000000,51.49438100000000
Kensington Square Kitchen,333714,Restaurant/Cafe/Canteen,2016-08-22,5,9 Kensington Square,LONDON,W8 5EP,5,5,5,-0.18924200000000,51.50078400000000
Kensington Suite Hotel,333743,Hotel/bed & breakfast/guest house,2014-11-11,4,128 Holland Road,LONDON,W14 8BD,5,10,0,-0.21215000000000,51.50154000000000
Kentucky Fried Chicken,334392,Restaurant/Cafe/Canteen,2015-09-09,4,44 Notting Hill Gate,LONDON,W11 3HX,0,10,5,-0.19464500000000,51.50952700000000
Kentucky Fried Chicken,727858,Restaurant/Cafe/Canteen,2015-01-28,5,81 Gloucester Road,LONDON,SW7 4SS,0,5,0,-0.18212500000000,51.49424400000000
Kentucky Fried Chicken,727859,Restaurant/Cafe/Canteen,2016-08-15,3,Ground Floor,173-175 Earl's Court Road,"LONDON, SW5 9RF",5,10,10,-0.19346900000000,51.49261200000000
Khan's Of Kensington,334494,Restaurant/Cafe/Canteen,2016-04-20,5,3 Harrington Road,LONDON,SW7 3ES,5,5,5,-0.17516400000000,51.49396500000000
Khobkhun Restaurant,334515,Restaurant/Cafe/Canteen,2016-03-04,3,9A Gloucester Road,LONDON,SW7 4PP,10,10,5,-0.18345100000000,51.49895000000000
Kids Unlimited,668408,Hospitals/Childcare/Caring Premises,2015-09-07,5,34 Ladbroke Grove,LONDON,W11 3BQ,0,5,5,-0.20365100000000,51.50918800000000
Kings Head,756209,Pub/bar/nightclub,2015-07-08,5,Public House,17 Hogarth Place,"LONDON, SW5 0QT",0,5,0,-0.19298200000000,51.49291000000000
King's Kebab House,334526,Restaurant/Cafe/Canteen,2015-09-07,5,308 Earl's Court Road,LONDON,SW5 9BA,5,0,5,-0.19122800000000,51.49029300000000
Kings Road Steakhouse,333829,Restaurant/Cafe/Canteen,2016-06-15,5,386 King's Road,LONDON,SW3 5UZ,5,5,0,-0.17673400000000,51.48420600000000
Kiosk,763295,Restaurant/Cafe/Canteen,2015-05-06,5,Sports Ground,Avondale Park,"Mary Place, LONDON",5,5,5,,
Kipferl,699604,Restaurant/Cafe/Canteen,2016-07-14,4,95 Golborne Road,LONDON,W10 5NL,10,5,5,-0.20875900000000,51.52151400000000
Kiru,766574,Restaurant/Cafe/Canteen,2015-09-30,5,2 Elystan Street,LONDON,SW3 3NS,5,0,5,-0.16611200000000,51.49084700000000
Kitchen,333609,Restaurant/Cafe/Canteen,2015-07-07,3,132-134 Lots Road,LONDON,,10,10,10,-0.18367700000000,51.47841500000000
Kitchen & Pantry,333655,Restaurant/Cafe/Canteen,2016-04-21,2,14 Elgin Crescent,LONDON,W11 2HZ,0,15,10,-0.20534900000000,51.51510400000000
Kitchen W8,333930,Restaurant/Cafe/Canteen,2016-08-18,3,11-13 Abingdon Road,LONDON,W8 6AH,10,5,10,-0.19657700000000,51.49892700000000
Kitchenette,716735,Restaurant/Cafe/Canteen,2015-01-13,4,The Wharf Building,344 Ladbroke Grove,"LONDON, W10 5BU",5,5,10,-0.21445200000000,51.52667300000000
Knights Food Fayre,455529,Retailers - other,2015-08-17,5,9 Montpelier Street,LONDON,SW7 1EX,0,0,5,-0.16587400000000,51.49892800000000
Knightsbridge Hotel,333401,Hotel/bed & breakfast/guest house,2016-05-17,5,10-12 Beaufort Gardens,LONDON,SW3 1PT,5,5,0,-0.16441600000000,51.49828400000000
Knightsbridge School,333670,School/college/university,2015-05-19,5,School,67 Pont Street,"LONDON,",0,5,0,-0.16232400000000,51.49659800000000
Kobox Chelsea,815023,Restaurant/Cafe/Canteen,2015-12-14,5,Unit 11 Ground Floor,122 King's Road,"LONDON, SW3 4TR",5,0,5,-0.16332400000000,51.48997600000000
Koi,333616,Restaurant/Cafe/Canteen,2016-02-29,3,1E Palace Gate,LONDON,W8 5LS,10,10,10,-0.18447800000000,51.50065600000000
Koshari Street,904406,Restaurant/Cafe/Canteen,2016-08-03,4,19 Harrington Road,LONDON,SW7 3ES,5,5,10,-0.17516400000000,51.49396500000000
Kosmopol,333504,Restaurant/Cafe/Canteen,2015-11-30,4,138 Fulham Road,LONDON,,0,5,10,-0.17901400000000,51.48736200000000
Krystals,333593,Retailers - other,2013-11-14,5,320-322 Earl's Court Road,LONDON,SW5 9BQ,5,5,0,-0.19084400000000,51.48980200000000
KSR Foods,334619,Retailers - other,2013-03-20,5,Basement and Ground Floor,112 Kensington Church Street,"LONDON, W8 4BH",5,5,5,-0.19440100000000,51.50696000000000
Kudos Cafes,455545,Restaurant/Cafe/Canteen,2014-09-19,5,109-125 Knightsbridge,LONDON,,0,5,0,-0.15981700000000,51.50159400000000
KULU KULU SUSHI,334811,Restaurant/Cafe/Canteen,2015-12-10,4,39 Thurloe Place,LONDON,SW7 2HP,0,10,5,-0.17385900000000,51.49524000000000
Kurobuta,845650,Restaurant/Cafe/Canteen,2016-01-27,5,109-125 Knightsbridge,LONDON,,5,5,5,-0.15981700000000,51.50159400000000
Kurobuta,741589,Restaurant/Cafe/Canteen,2016-02-03,3,312-314 King's Road,LONDON,SW3 5UH,10,10,10,-0.17395300000000,51.48570000000000
Kwality Tandoori Restaurant,466746,Restaurant/Cafe/Canteen,2016-03-23,4,38 Thurloe Place,LONDON,SW7 2HP,0,10,5,-0.17385900000000,51.49524000000000
KXGYMUK,333452,Restaurant/Cafe/Canteen,2015-06-16,5,151 Draycott Avenue,LONDON,SW3 3AL,5,5,5,-0.16697900000000,51.49294700000000
La Beatrice Place,333786,Restaurant/Cafe/Canteen,2016-04-04,5,1 Beatrice Place,LONDON,W8 5LP,5,5,5,-0.19159400000000,51.49667400000000
La Bodega Tapas Bar,333968,Restaurant/Cafe/Canteen,2016-04-19,3,78 Tavistock Road,LONDON,W11 1AN,10,5,10,-0.20637100000000,51.51843800000000
